ref_date,geo,age,gender,statistics,religion_name,total_followers,year,month
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,christian_orthodox_9,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,jehovahs_witness_10,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,latter_day_saints_11,95,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,lutheran_12,105,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,presbyterian_15,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,reformed_16,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,united_church_17,75,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,215,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,hindu_19,90,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,jewish_20,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,muslim_21,335,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,sikh_22,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",0 to 14 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,4305,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,total_religion_1,6100,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,buddhist_2,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,christian_3,2990,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,christian_n_o_s_4,735,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,anglican_6,75,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,baptist_7,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,catholic_8,1490,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,christian_orthodox_9,75,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,jehovahs_witness_10,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,latter_day_saints_11,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,lutheran_12,95,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,presbyterian_15,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,reformed_16,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,united_church_17,150,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,165,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,hindu_19,60,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,muslim_21,160,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,sikh_22,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,2815,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,total_religion_1,3355,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,buddhist_2,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,christian_3,1620,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,christian_n_o_s_4,420,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,anglican_6,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,baptist_7,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,catholic_8,790,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,christian_orthodox_9,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,jehovahs_witness_10,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,latter_day_saints_11,30,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,lutheran_12,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,presbyterian_15,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,united_church_17,100,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,95,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,hindu_19,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,muslim_21,100,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,sikh_22,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,1570,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,total_religion_1,2750,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,christian_3,1370,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,christian_n_o_s_4,315,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,anglican_6,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,baptist_7,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,catholic_8,700,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,christian_orthodox_9,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,jehovahs_witness_10,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,latter_day_saints_11,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,lutheran_12,60,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,presbyterian_15,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,united_church_17,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,75,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,hindu_19,30,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,muslim_21,60,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,sikh_22,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",15 to 19 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,1245,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,total_religion_1,5925,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,buddhist_2,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,christian_3,2385,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,christian_n_o_s_4,735,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,anglican_6,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,baptist_7,30,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,catholic_8,1075,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,christian_orthodox_9,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,jehovahs_witness_10,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,latter_day_saints_11,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,lutheran_12,95,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,reformed_16,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,united_church_17,110,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,105,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,hindu_19,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,muslim_21,105,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,sikh_22,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,80,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,3260,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,total_religion_1,2975,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,buddhist_2,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,christian_3,1165,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,christian_n_o_s_4,335,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,anglican_6,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,baptist_7,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,catholic_8,570,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,christian_orthodox_9,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,jehovahs_witness_10,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,latter_day_saints_11,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,lutheran_12,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,united_church_17,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,hindu_19,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,muslim_21,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,sikh_22,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,1710,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,total_religion_1,2955,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,buddhist_2,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,christian_3,1220,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,christian_n_o_s_4,395,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,anglican_6,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,baptist_7,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,catholic_8,510,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,christian_orthodox_9,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,jehovahs_witness_10,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,latter_day_saints_11,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,lutheran_12,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,presbyterian_15,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,reformed_16,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,united_church_17,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,other_christian_and_christian_related_traditions_18,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,hindu_19,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,muslim_21,65,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,sikh_22,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,traditional_north_american_indigenous_spirituality_23,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,other_religions_and_spiritual_traditions_24,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",20 to 24 years,Women+,2021 Counts,no_religion_and_secular_perspectives_25,1555,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,total_religion_1,13590,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,buddhist_2,70,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,christian_3,4875,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,christian_n_o_s_4,1660,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,anabaptist_5,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,anglican_6,80,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,baptist_7,85,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,catholic_8,2140,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,christian_orthodox_9,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,jehovahs_witness_10,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,latter_day_saints_11,115,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,lutheran_12,125,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,methodist_and_wesleyan_holiness_13,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,pentecostal_and_other_charismatic_14,105,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,presbyterian_15,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,reformed_16,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,united_church_17,80,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,other_christian_and_christian_related_traditions_18,290,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,hindu_19,175,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,jewish_20,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,muslim_21,265,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,sikh_22,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,traditional_north_american_indigenous_spirituality_23,30,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,other_religions_and_spiritual_traditions_24,200,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Total - Gender,2021 Counts,no_religion_and_secular_perspectives_25,7910,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,total_religion_1,6630,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,buddhist_2,40,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,christian_3,2205,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,christian_n_o_s_4,750,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,anglican_6,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,baptist_7,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,catholic_8,955,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,christian_orthodox_9,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,jehovahs_witness_10,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,latter_day_saints_11,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,lutheran_12,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,methodist_and_wesleyan_holiness_13,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,pentecostal_and_other_charismatic_14,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,presbyterian_15,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,reformed_16,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,united_church_17,50,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,other_christian_and_christian_related_traditions_18,145,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,hindu_19,90,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,jewish_20,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,muslim_21,100,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,sikh_22,20,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,traditional_north_american_indigenous_spirituality_23,10,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,other_religions_and_spiritual_traditions_24,70,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Men+,2021 Counts,no_religion_and_secular_perspectives_25,4085,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,total_religion_1,6960,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,buddhist_2,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,christian_3,2675,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,christian_n_o_s_4,915,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,anabaptist_5,0,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,anglican_6,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,baptist_7,45,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,catholic_8,1190,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,christian_orthodox_9,35,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,jehovahs_witness_10,25,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,latter_day_saints_11,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,lutheran_12,90,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,methodist_and_wesleyan_holiness_13,15,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,pentecostal_and_other_charismatic_14,55,2021,1
2021-01-01,"Red Deer (CMA), Alta.",25 to 34 years,Women+,2021 Counts,presbyterian_15,15,2021,1
